nagyobbakban	nagy	Afc-p2	1
fiaimnak	fiú	Nc-pd---s1	2
fiaimnak	fi	Nc-pd---s1	2
￼	￼	Nc-pd---s1p	1
￼	￼	Nc-pd---s1s	1
￼	￼	Nc-pd---s2	1
￼	￼	Nc-pd---s2p	1
￼	￼	Nc-pd---s2s	1
vezetőinek	vezető	Nc-pd---s3	138
vezércikkeinek	vezércikk	Nc-pd---s3	138
versenytársainak	versenytárs	Nc-pd---s3	138
vallatóinak	vallató	Nc-pd---s3	138
úttörőiről	úttörő	Nc-pd---s3	138
￼	￼	Nc-pd---s3p	1
￼	￼	Nc-pd---s3s	1
villanykörtékből	villanykörte	Nc-pe	94
viaszfigurákból	viaszfigura	Nc-pe	94
változásokból	változás	Nc-pe	94
újságokból	újság	Nc-pe	94
újságírókból	újságíró	Nc-pe	94
￼	￼	Nc-pe-----p	1
￼	￼	Nc-pe-----s	1
￼	￼	Nc-pe---p1	1
￼	￼	Nc-pe---p1p	1
￼	￼	Nc-pe---p1s	1
￼	￼	Nc-pe---p2	1
￼	￼	Nc-pe---p2p	1
￼	￼	Nc-pe---p2s	1
szavaikból	szó	Nc-pe---p3	5
írógépeikből	írógép	Nc-pe---p3	5
falvaikból	falu	Nc-pe---p3	5
bevételeikből	bevétel	Nc-pe---p3	5
áraikból	ár	Nc-pe---p3	5
￼	￼	Nc-pe---p3p	1
￼	￼	Nc-pe---p3s	1
￼	￼	Nc-pe---s1	1
￼	￼	Nc-pe---s1p	1
￼	￼	Nc-pe---s1s	1
￼	￼	Nc-pe---s2	1
￼	￼	Nc-pe---s2p	1
￼	￼	Nc-pe---s2s	1
zugaiból	zug	Nc-pe---s3	37
vulkánjaiból	vulkán	Nc-pe---s3	37
utalásaiból	utalás	Nc-pe---s3	37
tévedéseiből	tévedés	Nc-pe---s3	37
termeiből	terem	Nc-pe---s3	37
￼	￼	Nc-pe---s3p	1
￼	￼	Nc-pe---s3s	1
￼	￼	Nc-pf	1
￼	￼	Nc-pf-----p	1
￼	￼	Nc-pf-----s	1
￼	￼	Nc-pf---p1	1
￼	￼	Nc-pf---p1p	1
￼	￼	Nc-pf---p1s	1
￼	￼	Nc-pf---p2	1
￼	￼	Nc-pf---p2p	1
￼	￼	Nc-pf---p2s	1
￼	￼	Nc-pf---p3	1
￼	￼	Nc-pf---p3p	1
￼	￼	Nc-pf---p3s	1
￼	￼	Nc-pf---s1	1
￼	￼	Nc-pf---s1p	1
￼	￼	Nc-pf---s1s	1
￼	￼	Nc-pf---s2	1
￼	￼	Nc-pf---s2p	1
￼	￼	Nc-pf---s2s	1
￼	￼	Nc-pf---s3	1
￼	￼	Nc-pf---s3p	1
￼	￼	Nc-pf---s3s	1
￼	￼	Nc-pg	1
￼	￼	Nc-pg-----p	1
￼	￼	Nc-pg-----s	1
￼	￼	Nc-pg---p1	1
￼	￼	Nc-pg---p1p	1
￼	￼	Nc-pg---p1s	1
￼	￼	Nc-pg---p2	1
￼	￼	Nc-pg---p2p	1
￼	￼	Nc-pg---p2s	1
￼	￼	Nc-pg---p3	1
￼	￼	Nc-pg---p3p	1
￼	￼	Nc-pg---p3s	1
￼	￼	Nc-pg---s1	1
￼	￼	Nc-pg---s1p	1
￼	￼	Nc-pg---s1s	1
￼	￼	Nc-pg---s2	1
￼	￼	Nc-pg---s2p	1
￼	￼	Nc-pg---s2s	1
￼	￼	Nc-pg---s3	1
￼	￼	Nc-pg---s3p	1
￼	￼	Nc-pg---s3s	1
zászlókról	zászló	Nc-ph	83
vizekről	víz	Nc-ph	83
viszonyokról	viszony	Nc-ph	83
vidékekről	vidék	Nc-ph	83
útakadályokról	útakadály	Nc-ph	83
￼	￼	Nc-ph-----p	1
￼	￼	Nc-ph-----s	1
vizeinkről	víz	Nc-ph---p1	1
￼	￼	Nc-ph---p1p	1
￼	￼	Nc-ph---p1s	1
￼	￼	Nc-ph---p2	1
￼	￼	Nc-ph---p2p	1
￼	￼	Nc-ph---p2s	1
szeretkezéseikről	szeretkezés	Nc-ph---p3	5
lázadozásaikról	lázadozás	Nc-ph---p3	5
ismereteikről	ismeret	Nc-ph---p3	5
íróikról	író	Nc-ph---p3	5
hozzátartozóikról	hozzátartozó	Nc-ph---p3	5
￼	￼	Nc-ph---p3p	1
￼	￼	Nc-ph---p3s	1
￼	￼	Nc-ph---s1	1
￼	￼	Nc-ph---s1p	1
￼	￼	Nc-ph---s1s	1
cselekedeteidről	cselekedet	Nc-ph---s2	1
￼	￼	Nc-ph---s2p	1
￼	￼	Nc-ph---s2s	1
vallomásairól	vallomás	Nc-ph---s3	44
vallásüldözéseiről	vallásüldözés	Nc-ph---s3	44
ujjairól	ujj	Nc-ph---s3	44
tárgyalásairól	tárgyalás	Nc-ph---s3	44
szeretetvendégségeiről	szeretetvendégség	Nc-ph---s3	44
￼	￼	Nc-ph---s3p	1
￼	￼	Nc-ph---s3s	1
zászlókkal	zászló	Nc-pi	315
zagyvaságokkal	zagyvaság	Nc-pi	315
zacskókkal	zacskó	Nc-pi	315
vonalakkal	vonal	Nc-pi	315
vizsgálatokkal	vizsgálat	Nc-pi	315
￼	￼	Nc-pi-----p	1
tőkével	tő	Nc-pi-----s	7
masztodonokéval	masztodon	Nc-pi-----s	7
mamutokéval	mamut	Nc-pi-----s	7
főnökével	főn	Nc-pi-----s	7
csúszómászókéval	csúszómászó	Nc-pi-----s	7
elnyomóinkkal	elnyomó	Nc-pi---p1	2
cselédkönyveinkkel	cselédkönyv	Nc-pi---p1	2
￼	￼	Nc-pi---p1p	1
￼	￼	Nc-pi---p1s	1
lányaitokkal	lány	Nc-pi---p2	1
￼	￼	Nc-pi---p2p	1
￼	￼	Nc-pi---p2s	1
ujjaikkal	ujj	Nc-pi---p3	19
ügynökeikkel	ügynök	Nc-pi---p3	19
tepsijeikkel	tepsi	Nc-pi---p3	19
tanúvallomásaikkal	tanúvallomás	Nc-pi---p3	19
szüleikkel	szülő	Nc-pi---p3	19
￼	￼	Nc-pi---p3p	1
￼	￼	Nc-pi---p3s	1
példáimmal	példa	Nc-pi---s1	1
￼	￼	Nc-pi---s1p	1
￼	￼	Nc-pi---s1s	1
￼	￼	Nc-pi---s2	1
￼	￼	Nc-pi---s2p	1
￼	￼	Nc-pi---s2s	1
vezetőivel	vezető	Nc-pi---s3	71
ügynökeivel	ügynök	Nc-pi---s3	71
ügyeivel	ügy	Nc-pi---s3	71
történéseivel	történés	Nc-pi---s3	71
tisztségviselőivel	tisztségviselő	Nc-pi---s3	71
￼	￼	Nc-pi---s3p	1
￼	￼	Nc-pi---s3s	1
alkalmakkor	alkalom	Nc-pm	1
￼	￼	Nc-pm-----p	1
￼	￼	Nc-pm-----s	1
￼	￼	Nc-pm---p1	1
￼	￼	Nc-pm---p1p	1
￼	￼	Nc-pm---p1s	1
￼	￼	Nc-pm---p2	1
￼	￼	Nc-pm---p2p	1
￼	￼	Nc-pm---p2s	1
￼	￼	Nc-pm---p3	1
￼	￼	Nc-pm---p3p	1
￼	￼	Nc-pm---p3s	1
￼	￼	Nc-pm---s1	1
￼	￼	Nc-pm---s1p	1
￼	￼	Nc-pm---s1s	1
￼	￼	Nc-pm---s2	1
￼	￼	Nc-pm---s2p	1
￼	￼	Nc-pm---s2s	1
￼	￼	Nc-pm---s3	1
￼	￼	Nc-pm---s3p	1
￼	￼	Nc-pm---s3s	1
zugárusok	zugárus	Nc-pn	1872
zsugorinak	zsugorín	Nc-pn	1872
zsírpárnák	zsírpárna	Nc-pn	1872
zsidótörvények	zsidótörvény	Nc-pn	1872
zsebkések	zsebkés	Nc-pn	1872
￼	￼	Nc-pn-----p	1
rendszereké	rendszer	Nc-pn-----s	6
nőké	nő	Nc-pn-----s	6
kémeké	kém	Nc-pn-----s	6
katonáké	katona	Nc-pn-----s	6
életeké	élet	Nc-pn-----s	6
vezetőink	vezető	Nc-pn---p1	48
vágyaink	vágy	Nc-pn---p1	48
vádjaink	vád	Nc-pn---p1	48
útlevélkérelmeink	útlevélkérelem	Nc-pn---p1	48
útitársaink	útitárs	Nc-pn---p1	48
￼	￼	Nc-pn---p1p	1
￼	￼	Nc-pn---p1s	1
￼	￼	Nc-pn---p2	1
￼	￼	Nc-pn---p2p	1
￼	￼	Nc-pn---p2s	1
vitáik	vita	Nc-pn---p3	68
versenytársaik	versenytárs	Nc-pn---p3	68
véleményeik	vélemény	Nc-pn---p3	68
védenceik	védenc	Nc-pn---p3	68
vallomásaik	vallomás	Nc-pn---p3	68
￼	￼	Nc-pn---p3p	1
￼	￼	Nc-pn---p3s	1
uraim	úr	Nc-pn---s1	19
társaim	társ	Nc-pn---s1	19
tanulmányaim	tanulmány	Nc-pn---s1	19
szüleim	szülő	Nc-pn---s1	19
pácienseim	páciens	Nc-pn---s1	19
￼	￼	Nc-pn---s1p	1
￼	￼	Nc-pn---s1s	1
problémáid	probléma	Nc-pn---s2	6
munkadarabjaid	munkadarab	Nc-pn---s2	6
lánytanítványaid	lánytanítvány	Nc-pn---s2	6
lábujjaid	lábujj	Nc-pn---s2	6
gondolataid	gondolat	Nc-pn---s2	6
￼	￼	Nc-pn---s2p	1
￼	￼	Nc-pn---s2s	1
zökkenői	zökkenő	Nc-pn---s3	474
zenekarai	zenekar	Nc-pn---s3	474
zászlai	zászló	Nc-pn---s3	474
vonalai	vonal	Nc-pn---s3	474
völgyei	völgy	Nc-pn---s3	474
￼	￼	Nc-pn---s3p	1
eredményeié	eredmény	Nc-pn---s3s	2
ellenfeleié	ellenfél	Nc-pn---s3s	2
vízállásokon	vízállás	Nc-pp	161
világversenyeken	világverseny	Nc-pp	161
világturnékon	világturné	Nc-pp	161
vidékeken	vidék	Nc-pp	161
vasútvonalakon	vasútvonal	Nc-pp	161
￼	￼	Nc-pp-----p	1
￼	￼	Nc-pp-----s	1
tagjainkon	tag	Nc-pp---p1	4
sétáinkon	séta	Nc-pp---p1	4
halainkon	hal	Nc-pp---p1	4
bankszámláinkon	bankszámla	Nc-pp---p1	4
￼	￼	Nc-pp---p1p	1
￼	￼	Nc-pp---p1s	1
cselekedeteiteken	cselekedet	Nc-pp---p2	1
￼	￼	Nc-pp---p2p	1
￼	￼	Nc-pp---p2s	1
pecsétjeiken	pecsét	Nc-pp---p3	6
látogatásaikon	látogatás	Nc-pp---p3	6
lábaikon	láb	Nc-pp---p3	6
hangversenyeiken	hangverseny	Nc-pp---p3	6
gazdáikon	gazda	Nc-pp---p3	6
￼	￼	Nc-pp---p3p	1
￼	￼	Nc-pp---p3s	1
￼	￼	Nc-pp---s1	1
￼	￼	Nc-pp---s1p	1
￼	￼	Nc-pp---s1s	1
￼	￼	Nc-pp---s2	1
￼	￼	Nc-pp---s2p	1
￼	￼	Nc-pp---s2s	1
vágányain	vágány	Nc-pp---s3	56
útjain	út	Nc-pp---s3	56
utcarajzain	utcarajz	Nc-pp---s3	56
utcáin	utca	Nc-pp---s3	56
ülőhelyein	ülőhely	Nc-pp---s3	56
￼	￼	Nc-pp---s3p	1
￼	￼	Nc-pp---s3s	1
￼	￼	Nc-pq	1
￼	￼	Nc-pq-----p	1
￼	￼	Nc-pq-----s	1
￼	￼	Nc-pq---p1	1
￼	￼	Nc-pq---p1p	1
￼	￼	Nc-pq---p1s	1
￼	￼	Nc-pq---p2	1
￼	￼	Nc-pq---p2p	1
￼	￼	Nc-pq---p2s	1
￼	￼	Nc-pq---p3	1
￼	￼	Nc-pq---p3p	1
￼	￼	Nc-pq---p3s	1
￼	￼	Nc-pq---s1	1
￼	￼	Nc-pq---s1p	1
￼	￼	Nc-pq---s1s	1
￼	￼	Nc-pq---s2	1
￼	￼	Nc-pq---s2p	1
￼	￼	Nc-pq---s2s	1
￼	￼	Nc-pq---s3	1
￼	￼	Nc-pq---s3p	1
￼	￼	Nc-pq---s3s	1
zöldáradásokra	zöldáradás	Nc-ps	166
zeneművekre	zenemű	Nc-ps	166
vizsgálatokra	vizsgálat	Nc-ps	166
visszaélésekre	visszaélés	Nc-ps	166
vezetőkre	vezető	Nc-ps	166
￼	￼	Nc-ps-----p	1
￼	￼	Nc-ps-----s	1
napjainkra	nap	Nc-ps---p1	2
kongresszusainkra	kongresszus	Nc-ps---p1	2
￼	￼	Nc-ps---p1p	1
￼	￼	Nc-ps---p1s	1
￼	￼	Nc-ps---p2	1
￼	￼	Nc-ps---p2p	1
￼	￼	Nc-ps---p2s	1
munkahelyeikre	munkahely	Nc-ps---p3	4
iskoláikra	iskola	Nc-ps---p3	4
honfitársaikra	honfitárs	Nc-ps---p3	4
fejlesztéseikre	fejlesztés	Nc-ps---p3	4
￼	￼	Nc-ps---p3p	1
￼	￼	Nc-ps---p3s	1
￼	￼	Nc-ps---s1	1
￼	￼	Nc-ps---s1p	1
￼	￼	Nc-ps---s1s	1
￼	￼	Nc-ps---s2	1
￼	￼	Nc-ps---s2p	1
￼	￼	Nc-ps---s2s	1
üzeneteire	üzenet	Nc-ps---s3	43
unokáira	unoka	Nc-ps---s3	43
tulajdonosaira	tulajdonos	Nc-ps---s3	43
tisztségviselőire	tisztségviselő	Nc-ps---s3	43
szereplőire	szereplő	Nc-ps---s3	43
￼	￼	Nc-ps---s3p	1
￼	￼	Nc-ps---s3s	1
vonalakhoz	vonal	Nc-pt	65
vitákhoz	vita	Nc-pt	65
világítótestekhez	világítótest	Nc-pt	65
választásokhoz	választás	Nc-pt	65
urnákhoz	urna	Nc-pt	65
￼	￼	Nc-pt-----p	1
tömegekéhez	tömeg	Nc-pt-----s	2
kábelekéhez	kábel	Nc-pt-----s	2
￼	￼	Nc-pt---p1	1
￼	￼	Nc-pt---p1p	1
￼	￼	Nc-pt---p1s	1
￼	￼	Nc-pt---p2	1
￼	￼	Nc-pt---p2p	1
￼	￼	Nc-pt---p2s	1
szüleikhez	szülő	Nc-pt---p3	3
hagyományaikhoz	hagyomány	Nc-pt---p3	3
cilindereikhez	cilinder	Nc-pt---p3	3
￼	￼	Nc-pt---p3p	1
￼	￼	Nc-pt---p3s	1
ismerőseimhez	ismerős	Nc-pt---s1	1
￼	￼	Nc-pt---s1p	1
￼	￼	Nc-pt---s1s	1
￼	￼	Nc-pt---s2	1
￼	￼	Nc-pt---s2p	1
￼	￼	Nc-pt---s2s	1
vezetőihez	vezető	Nc-pt---s3	15
tagjaihoz	tag	Nc-pt---s3	15
szüleihez	szülő	Nc-pt---s3	15
szépségeihez	szépség	Nc-pt---s3	15
részesedéseihez	részesedés	Nc-pt---s3	15
￼	￼	Nc-pt---s3p	1
￼	￼	Nc-pt---s3s	1
￼	￼	Nc-pu	1
￼	￼	Nc-pu-----p	1
￼	￼	Nc-pu-----s	1
￼	￼	Nc-pu---p1	1
￼	￼	Nc-pu---p1p	1
￼	￼	Nc-pu---p1s	1
￼	￼	Nc-pu---p2	1
￼	￼	Nc-pu---p2p	1
￼	￼	Nc-pu---p2s	1
￼	￼	Nc-pu---p3	1
￼	￼	Nc-pu---p3p	1
￼	￼	Nc-pu---p3s	1
￼	￼	Nc-pu---s1	1
￼	￼	Nc-pu---s1p	1
￼	￼	Nc-pu---s1s	1
￼	￼	Nc-pu---s2	1
￼	￼	Nc-pu---s2p	1
￼	￼	Nc-pu---s2s	1
￼	￼	Nc-pu---s3	1
￼	￼	Nc-pu---s3p	1
￼	￼	Nc-pu---s3s	1
￼	￼	Nc-pw	1
￼	￼	Nc-pw-----p	1
￼	￼	Nc-pw-----s	1
￼	￼	Nc-pw---p1	1
￼	￼	Nc-pw---p1p	1
￼	￼	Nc-pw---p1s	1
￼	￼	Nc-pw---p2	1
￼	￼	Nc-pw---p2p	1
￼	￼	Nc-pw---p2s	1
￼	￼	Nc-pw---p3	1
￼	￼	Nc-pw---p3p	1
￼	￼	Nc-pw---p3s	1
￼	￼	Nc-pw---s1	1
￼	￼	Nc-pw---s1p	1
￼	￼	Nc-pw---s1s	1
￼	￼	Nc-pw---s2	1
￼	￼	Nc-pw---s2p	1
￼	￼	Nc-pw---s2s	1
ürügyeiül	ürügy	Nc-pw---s3	1
￼	￼	Nc-pw---s3p	1
￼	￼	Nc-pw---s3s	1
üzlethelyiségekbe	üzlethelyiség	Nc-px	53
uradalmakba	uradalom	Nc-px	53
tokokba	tok	Nc-px	53
tócsákba	tócsa	Nc-px	53
távolságokba	távolság	Nc-px	53
￼	￼	Nc-px-----p	1
￼	￼	Nc-px-----s	1
szőnyegeinkbe	szőnyeg	Nc-px---p1	1
￼	￼	Nc-px---p1p	1
￼	￼	Nc-px---p1s	1
￼	￼	Nc-px---p2	1
￼	￼	Nc-px---p2p	1
￼	￼	Nc-px---p2s	1
gondolataikba	gondolat	Nc-px---p3	1
￼	￼	Nc-px---p3p	1
￼	￼	Nc-px---p3s	1
￼	￼	Nc-px---s1	1
￼	￼	Nc-px---s1p	1
￼	￼	Nc-px---s1s	1
￼	￼	Nc-px---s2	1
￼	￼	Nc-px---s2p	1
￼	￼	Nc-px---s2s	1
ujjaiba	ujj	Nc-px---s3	11
soraiba	sor	Nc-px---s3	11
rejtelmeibe	rejtelem	Nc-px---s3	11
orrlyukaiba	orrlyuk	Nc-px---s3	11
munkálataiba	munkálat	Nc-px---s3	11
￼	￼	Nc-px---s3p	1
￼	￼	Nc-px---s3s	1
vértanúkká	vértanú	Nc-py	9
magyarokká	magyar	Nc-py	9
indákká	inda	Nc-py	9
gyufaszálakká	gyufaszál	Nc-py	9
főügyintézőkké	főügyintéző	Nc-py	9
￼	￼	Nc-py-----p	1
￼	￼	Nc-py-----s	1
￼	￼	Nc-py---p1	1
￼	￼	Nc-py---p1p	1
￼	￼	Nc-py---p1s	1
￼	￼	Nc-py---p2	1
￼	￼	Nc-py---p2p	1
￼	￼	Nc-py---p2s	1
￼	￼	Nc-py---p3	1
￼	￼	Nc-py---p3p	1
￼	￼	Nc-py---p3s	1
￼	￼	Nc-py---s1	1
￼	￼	Nc-py---s1p	1
￼	￼	Nc-py---s1s	1
￼	￼	Nc-py---s2	1
￼	￼	Nc-py---s2p	1
￼	￼	Nc-py---s2s	1
szükségleteivé	szükséglet	Nc-py---s3	2
jelmezeivé	jelmez	Nc-py---s3	2
￼	￼	Nc-py---s3p	1
￼	￼	Nc-py---s3s	1
zűrzavarban	zűrzavar	Nc-s2	950
zúgásban	zúgás	Nc-s2	950
zsírban	zsír	Nc-s2	950
zsibvásárban	zsibvásár	Nc-s2	950
zsibogóban	zsibogó	Nc-s2	950
￼	￼	Nc-s2-----p	1
zsebében	zseb	Nc-s2-----s	152
zömében	zöm	Nc-s2-----s	152
zenében	zen	Nc-s2-----s	152
visszfényében	visszfény	Nc-s2-----s	152
viselkedésében	viselkedés	Nc-s2-----s	152
zsebünkben	zseb	Nc-s2---p1	33
világunkban	világ	Nc-s2---p1	33
tudatunkban	tudat	Nc-s2---p1	33
témánkban	téma	Nc-s2---p1	33
társadalmunkban	társadalom	Nc-s2---p1	33
￼	￼	Nc-s2---p1p	1
￼	￼	Nc-s2---p1s	1
￼	￼	Nc-s2---p2	1
￼	￼	Nc-s2---p2p	1
￼	￼	Nc-s2---p2s	1
várukban	vár	Nc-s2---p3	37
vallatásukban	vallatás	Nc-s2---p3	37
tulajdonukban	tulajdon	Nc-s2---p3	37
tudatukban	tudat	Nc-s2---p3	37
többségükben	többség	Nc-s2---p3	37
￼	￼	Nc-s2---p3p	1
￼	￼	Nc-s2---p3s	1
￼	￼	Nc-s2---s1	1
￼	￼	Nc-s2---s1p	1
értelemében	értél	Nc-s2---s1s	1
véredben	vér	Nc-s2---s2	15
okádékodban	okádék	Nc-s2---s2	15
koponyádban	koponya	Nc-s2---s2	15
kezedben	kéz	Nc-s2---s2	15
gyűjtésedben	gyűjtés	Nc-s2---s2	15
￼	￼	Nc-s2---s2p	1
￼	￼	Nc-s2---s2s	1
zsebében	zseb	Nc-s2---s3	409
zsargonjában	zsargon	Nc-s2---s3	409
zömében	zöm	Nc-s2---s3	409
zenében	zen	Nc-s2---s3	409
zajában	zaj	Nc-s2---s3	409
￼	￼	Nc-s2---s3p	1
￼	￼	Nc-s2---s3s	1
voksolásnál	voksolás	Nc-s3	139
virágnál	virág	Nc-s3	139
világosságnál	világosság	Nc-s3	139
verandaasztalnál	verandaasztal	Nc-s3	139
vasútnál	vasút	Nc-s3	139
￼	￼	Nc-s3-----p	1
végénél	vég	Nc-s3-----s	13
tervezésénél	tervezés	Nc-s3-----s	13
természeténél	természet	Nc-s3-----s	13
térdénél	térd	Nc-s3-----s	13
tárgyalópartnerénél	tárgyalópartner	Nc-s3-----s	13
parancsnokságunknál	parancsnokság	Nc-s3---p1	2
művészeteknél	művész	Nc-s3---p1	2
￼	￼	Nc-s3---p1p	1
￼	￼	Nc-s3---p1s	1
￼	￼	Nc-s3---p2	1
￼	￼	Nc-s3---p2p	1
￼	￼	Nc-s3---p2s	1
￼	￼	Nc-s3---p3	1
￼	￼	Nc-s3---p3p	1
￼	￼	Nc-s3---p3s	1
￼	￼	Nc-s3---s1	1
￼	￼	Nc-s3---s1p	1
￼	￼	Nc-s3---s1s	1
￼	￼	Nc-s3---s2	1
￼	￼	Nc-s3---s2p	1
￼	￼	Nc-s3---s2s	1
végénél	vég	Nc-s3---s3	41
vásárlásánál	vásárlás	Nc-s3---s3	41
vállánál	váll	Nc-s3---s3	41
tervezésénél	tervezés	Nc-s3---s3	41
természeténél	természet	Nc-s3---s3	41
￼	￼	Nc-s3---s3p	1
￼	￼	Nc-s3---s3s	1
zsúfolásig	zsúfolás	Nc-s9	106
záróráig	záróra	Nc-s9	106
viszketésig	viszketés	Nc-s9	106
végtelenségig	végtelenség	Nc-s9	106
végig	vég	Nc-s9	106
￼	￼	Nc-s9-----p	1
végéig	vég	Nc-s9-----s	10
széléig	szél	Nc-s9-----s	10
percéig	perc	Nc-s9-----s	10
októberéig	október	Nc-s9-----s	10
megérkezéséig	megérkezés	Nc-s9-----s	10
lapzártánkig	lapzárta	Nc-s9---p1	2
házikónkig	házikó	Nc-s9---p1	2
￼	￼	Nc-s9---p1p	1
￼	￼	Nc-s9---p1s	1
￼	￼	Nc-s9---p2	1
￼	￼	Nc-s9---p2p	1
￼	￼	Nc-s9---p2s	1
halálukig	halál	Nc-s9---p3	1
￼	￼	Nc-s9---p3p	1
￼	￼	Nc-s9---p3s	1
velőmig	velő	Nc-s9---s1	2
halálomig	halál	Nc-s9---s1	2
￼	￼	Nc-s9---s1p	1
￼	￼	Nc-s9---s1s	1
nagyváradig	nagyvár	Nc-s9---s2	3
korodig	kor	Nc-s9---s2	3
halálodig	halál	Nc-s9---s2	3
￼	￼	Nc-s9---s2p	1
￼	￼	Nc-s9---s2s	1
világáig	világ	Nc-s9---s3	27
velejéig	velő	Nc-s9---s3	27
végéig	vég	Nc-s9---s3	27
tetejéig	tető	Nc-s9---s3	27
szótáráig	szótár	Nc-s9---s3	27
￼	￼	Nc-s9---s3p	1
￼	￼	Nc-s9---s3s	1
züllést	züllés	Nc-sa	2508
zsoldot	zsold	Nc-sa	2508
zsírt	zsír	Nc-sa	2508
zsírsertést	zsírsertés	Nc-sa	2508
zsinegdarabot	zsinegdarab	Nc-sa	2508
￼	￼	Nc-sa-----p	1
zsebét	zseb	Nc-sa-----s	412
visszfényét	visszfény	Nc-sa-----s	412
visszatérését	visszatérés	Nc-sa-----s	412
visszafizetését	visszafizetés	Nc-sa-----s	412
viselkedését	viselkedés	Nc-sa-----s	412
világunkat	világ	Nc-sa---p1	51
vidékünket	vidék	Nc-sa---p1	51
vágyódásunkat	vágyódás	Nc-sa---p1	51
ügyünket	ügy	Nc-sa---p1	51
tudásunkat	tudás	Nc-sa---p1	51
￼	￼	Nc-sa---p1p	1
￼	￼	Nc-sa---p1s	1
￼	￼	Nc-sa---p2	1
￼	￼	Nc-sa---p2p	1
￼	￼	Nc-sa---p2s	1
zsarnokságukat	zsarnokság	Nc-sa---p3	124
vezetőjüket	vezető	Nc-sa---p3	124
véleményüket	vélemény	Nc-sa---p3	124
ügyüket	ügy	Nc-sa---p3	124
türelmüket	türelem	Nc-sa---p3	124
￼	￼	Nc-sa---p3p	1
￼	￼	Nc-sa---p3s	1
￼	￼	Nc-sa---s1	1
￼	￼	Nc-sa---s1p	1
￼	￼	Nc-sa---s1s	1
zagyvaságáradat	zagyvaságár	Nc-sa---s2	20
véleményedet	vélemény	Nc-sa---s2	20
válladat	váll	Nc-sa---s2	20
tüdődet	tüdő	Nc-sa---s2	20
tárlatodat	tárlat	Nc-sa---s2	20
￼	￼	Nc-sa---s2p	1
￼	￼	Nc-sa---s2s	1
zsírját	zsír	Nc-sa---s3	1053
zsebét	zseb	Nc-sa---s3	1053
zsákját	zsák	Nc-sa---s3	1053
zenekarát	zenekar	Nc-sa---s3	1053
zavartalanságát	zavartalanság	Nc-sa---s3	1053
￼	￼	Nc-sa---s3p	1
￼	￼	Nc-sa---s3s	1
zivatartól	zivatar	Nc-sb	273
zajtól	zaj	Nc-sb	273
Winstontól	Winston	Nc-sb	273
vöröskereszttől	vöröskereszt	Nc-sb	273
víztől	víz	Nc-sb	273
￼	￼	Nc-sb-----p	1
végétől	vég	Nc-sb-----s	33
ügyeletesétől	ügyeletes	Nc-sb-----s	33
tulajdonrészétől	tulajdonrész	Nc-sb-----s	33
törzsétől	törzs	Nc-sb-----s	33
tömegétől	tömeg	Nc-sb-----s	33
professzorunktól	professzor	Nc-sb---p1	3
gyerekkorunktól	gyerekkor	Nc-sb---p1	3
betegségünktől	betegség	Nc-sb---p1	3
￼	￼	Nc-sb---p1p	1
￼	￼	Nc-sb---p1s	1
￼	￼	Nc-sb---p2	1
￼	￼	Nc-sb---p2p	1
￼	￼	Nc-sb---p2s	1
születésüktől	születés	Nc-sb---p3	6
színezetüktől	színezet	Nc-sb---p3	6
kegyüktől	kegy	Nc-sb---p3	6
jelentésüktől	jelentés	Nc-sb---p3	6
játékosuktól	játékos	Nc-sb---p3	6
￼	￼	Nc-sb---p3p	1
￼	￼	Nc-sb---p3s	1
￼	￼	Nc-sb---s1	1
￼	￼	Nc-sb---s1p	1
￼	￼	Nc-sb---s1s	1
váradtól	vár	Nc-sb---s2	2
árpádtól	árpa	Nc-sb---s2	2
￼	￼	Nc-sb---s2p	1
￼	￼	Nc-sb---s2s	1
víziójától	vízió	Nc-sb---s3	95
vezetőjétől	vezető	Nc-sb---s3	95
végétől	vég	Nc-sb---s3	95
ügyvezetőjétől	ügyvezető	Nc-sb---s3	95
ügyeletesétől	ügyeletes	Nc-sb---s3	95
￼	￼	Nc-sb---s3p	1
￼	￼	Nc-sb---s3s	1
zagyvaságért	zagyvaság	Nc-sc	114
vízért	víz	Nc-sc	114
visszhangtalanságért	visszhangtalanság	Nc-sc	114
világért	világ	Nc-sc	114
valamiért	valami	Nc-sc	114
￼	￼	Nc-sc-----p	1
túléléséért	túlélés	Nc-sc-----s	24
tisztéért	tiszt	Nc-sc-----s	24
tevékenységéért	tevékenység	Nc-sc-----s	24
tettéért	tett	Nc-sc-----s	24
szőréért	szőr	Nc-sc-----s	24
pénzünkért	pénz	Nc-sc---p1	4
lányunkért	lány	Nc-sc---p1	4
hasunkért	has	Nc-sc---p1	4
állapotokért	állap	Nc-sc---p1	4
￼	￼	Nc-sc---p1p	1
￼	￼	Nc-sc---p1s	1
￼	￼	Nc-sc---p2	1
￼	￼	Nc-sc---p2p	1
￼	￼	Nc-sc---p2s	1
vereségükért	vereség	Nc-sc---p3	3
telefonkártyájukért	telefonkártya	Nc-sc---p3	3
mindnyájukért	mindnyáj	Nc-sc---p3	3
￼	￼	Nc-sc---p3p	1
￼	￼	Nc-sc---p3s	1
￼	￼	Nc-sc---s1	1
￼	￼	Nc-sc---s1p	1
￼	￼	Nc-sc---s1s	1
lelkiismeretedért	lelkiismeret	Nc-sc---s2	1
￼	￼	Nc-sc---s2p	1
