01N01000000	Nc	Noun common	Noun Type=common
04P0500000210	Pq--p4	Pronoun interrogative plural translative	Pronoun Type=interrogative Number=plural Case=translative
04P0500000211	Pq--p9	Pronoun interrogative plural terminative	Pronoun Type=interrogative Number=plural Case=terminative
04P0500000212	Pq--pw	Pronoun interrogative plural essive	Pronoun Type=interrogative Number=plural Case=essive
04P0500000213	Pq--p5	Pronoun interrogative plural abessive	Pronoun Type=interrogative Number=plural Case=abessive
04P0500000214	Pq--pk	Pronoun interrogative plural komitative	Pronoun Type=interrogative Number=plural Case=komitative
04P0600000101	Pr--sn	Pronoun relative singular nominative	Pronoun Type=relative Number=singular Case=nominative
04P0600000102	Pr--sg	Pronoun relative singular genitive	Pronoun Type=relative Number=singular Case=genitive
04P0600000103	Pr--s1	Pronoun relative singular partitive	Pronoun Type=relative Number=singular Case=partitive
04P0600000104	Pr--sx	Pronoun relative singular illative	Pronoun Type=relative Number=singular Case=illative
04P0600000105	Pr--s2	Pronoun relative singular inessive	Pronoun Type=relative Number=singular Case=inessive
04P0600000106	Pr--se	Pronoun relative singular elative	Pronoun Type=relative Number=singular Case=elative
04P0600000107	Pr--st	Pronoun relative singular allative	Pronoun Type=relative Number=singular Case=allative
04P0600000108	Pr--s3	Pronoun relative singular adessive	Pronoun Type=relative Number=singular Case=adessive
04P0600000109	Pr--sb	Pronoun relative singular ablative	Pronoun Type=relative Number=singular Case=ablative
04P0600000110	Pr--s4	Pronoun relative singular translative	Pronoun Type=relative Number=singular Case=translative
04P0600000111	Pr--s9	Pronoun relative singular terminative	Pronoun Type=relative Number=singular Case=terminative
04P0600000112	Pr--sw	Pronoun relative singular essive	Pronoun Type=relative Number=singular Case=essive
04P0600000113	Pr--s5	Pronoun relative singular abessive	Pronoun Type=relative Number=singular Case=abessive
04P0600000114	Pr--sk	Pronoun relative singular komitative	Pronoun Type=relative Number=singular Case=komitative
04P0600000115	Pr--s7	Pronoun relative singular aditive	Pronoun Type=relative Number=singular Case=aditive
04P0600000201	Pr--pn	Pronoun relative plural nominative	Pronoun Type=relative Number=plural Case=nominative
04P0600000202	Pr--pg	Pronoun relative plural genitive	Pronoun Type=relative Number=plural Case=genitive
04P0600000203	Pr--p1	Pronoun relative plural partitive	Pronoun Type=relative Number=plural Case=partitive
04P0600000204	Pr--px	Pronoun relative plural illative	Pronoun Type=relative Number=plural Case=illative
04P0600000205	Pr--p2	Pronoun relative plural inessive	Pronoun Type=relative Number=plural Case=inessive
04P0600000206	Pr--pe	Pronoun relative plural elative	Pronoun Type=relative Number=plural Case=elative
04P0600000207	Pr--pt	Pronoun relative plural allative	Pronoun Type=relative Number=plural Case=allative
04P0600000208	Pr--p3	Pronoun relative plural adessive	Pronoun Type=relative Number=plural Case=adessive
04P0600000209	Pr--pb	Pronoun relative plural ablative	Pronoun Type=relative Number=plural Case=ablative
04P0600000210	Pr--p4	Pronoun relative plural translative	Pronoun Type=relative Number=plural Case=translative
04P0600000211	Pr--p9	Pronoun relative plural terminative	Pronoun Type=relative Number=plural Case=terminative
04P0600000212	Pr--pw	Pronoun relative plural essive	Pronoun Type=relative Number=plural Case=essive
04P0600000213	Pr--p5	Pronoun relative plural abessive	Pronoun Type=relative Number=plural Case=abessive
04P0600000214	Pr--pk	Pronoun relative plural komitative	Pronoun Type=relative Number=plural Case=komitative
04P0700000101	Px--sn	Pronoun reflexive singular nominative	Pronoun Type=reflexive Number=singular Case=nominative
04P0700000102	Px--sg	Pronoun reflexive singular genitive	Pronoun Type=reflexive Number=singular Case=genitive
04P0700000103	Px--s1	Pronoun reflexive singular partitive	Pronoun Type=reflexive Number=singular Case=partitive
04P0700000104	Px--sx	Pronoun reflexive singular illative	Pronoun Type=reflexive Number=singular Case=illative
04P0700000105	Px--s2	Pronoun reflexive singular inessive	Pronoun Type=reflexive Number=singular Case=inessive
04P0700000106	Px--se	Pronoun reflexive singular elative	Pronoun Type=reflexive Number=singular Case=elative
04P0700000107	Px--st	Pronoun reflexive singular allative	Pronoun Type=reflexive Number=singular Case=allative
04P0700000108	Px--s3	Pronoun reflexive singular adessive	Pronoun Type=reflexive Number=singular Case=adessive
04P0700000109	Px--sb	Pronoun reflexive singular ablative	Pronoun Type=reflexive Number=singular Case=ablative
04P0700000110	Px--s4	Pronoun reflexive singular translative	Pronoun Type=reflexive Number=singular Case=translative
04P0700000114	Px--sk	Pronoun reflexive singular komitative	Pronoun Type=reflexive Number=singular Case=komitative
04P0700000201	Px--pn	Pronoun reflexive plural nominative	Pronoun Type=reflexive Number=plural Case=nominative
04P0700000202	Px--pg	Pronoun reflexive plural genitive	Pronoun Type=reflexive Number=plural Case=genitive
04P0700000203	Px--p1	Pronoun reflexive plural partitive	Pronoun Type=reflexive Number=plural Case=partitive
04P0700000204	Px--px	Pronoun reflexive plural illative	Pronoun Type=reflexive Number=plural Case=illative
04P0700000205	Px--p2	Pronoun reflexive plural inessive	Pronoun Type=reflexive Number=plural Case=inessive
04P0700000206	Px--pe	Pronoun reflexive plural elative	Pronoun Type=reflexive Number=plural Case=elative
04P0700000207	Px--pt	Pronoun reflexive plural allative	Pronoun Type=reflexive Number=plural Case=allative
04P0700000208	Px--p3	Pronoun reflexive plural adessive	Pronoun Type=reflexive Number=plural Case=adessive
04P0700000209	Px--pb	Pronoun reflexive plural ablative	Pronoun Type=reflexive Number=plural Case=ablative
04P0700000212	Px--pw	Pronoun reflexive plural essive	Pronoun Type=reflexive Number=plural Case=essive
04P0700000214	Px--pk	Pronoun reflexive plural komitative	Pronoun Type=reflexive Number=plural Case=komitative
04P0800000102	Py--sg	Pronoun reciprocal singular genitive	Pronoun Type=reciprocal Number=singular Case=genitive
04P0800000103	Py--s1	Pronoun reciprocal singular partitive	Pronoun Type=reciprocal Number=singular Case=partitive
04P0800000104	Py--sx	Pronoun reciprocal singular illative	Pronoun Type=reciprocal Number=singular Case=illative
04P0800000106	Py--se	Pronoun reciprocal singular elative	Pronoun Type=reciprocal Number=singular Case=elative
04P0800000107	Py--st	Pronoun reciprocal singular allative	Pronoun Type=reciprocal Number=singular Case=allative
04P0800000109	Py--sb	Pronoun reciprocal singular ablative	Pronoun Type=reciprocal Number=singular Case=ablative
04P0800000114	Py--sk	Pronoun reciprocal singular komitative	Pronoun Type=reciprocal Number=singular Case=komitative
04P0800000115	Py--s7	Pronoun reciprocal singular aditive	Pronoun Type=reciprocal Number=singular Case=aditive
04P0900000101	Pm--sn	Pronoun determinal singular nominative	Pronoun Type=determinal Number=singular Case=nominative
04P0900000102	Pm--sg	Pronoun determinal singular genitive	Pronoun Type=determinal Number=singular Case=genitive
04P0900000103	Pm--s1	Pronoun determinal singular partitive	Pronoun Type=determinal Number=singular Case=partitive
04P0900000104	Pm--sx	Pronoun determinal singular illative	Pronoun Type=determinal Number=singular Case=illative
04P0900000105	Pm--s2	Pronoun determinal singular inessive	Pronoun Type=determinal Number=singular Case=inessive
04P0900000106	Pm--se	Pronoun determinal singular elative	Pronoun Type=determinal Number=singular Case=elative
04P0900000107	Pm--st	Pronoun determinal singular allative	Pronoun Type=determinal Number=singular Case=allative
04P0900000108	Pm--s3	Pronoun determinal singular adessive	Pronoun Type=determinal Number=singular Case=adessive
04P0900000109	Pm--sb	Pronoun determinal singular ablative	Pronoun Type=determinal Number=singular Case=ablative
04P0900000110	Pm--s4	Pronoun determinal singular translative	Pronoun Type=determinal Number=singular Case=translative
04P0900000114	Pm--sk	Pronoun determinal singular komitative	Pronoun Type=determinal Number=singular Case=komitative
04P0900000115	Pm--s7	Pronoun determinal singular aditive	Pronoun Type=determinal Number=singular Case=aditive
04P0900000201	Pm--pn	Pronoun determinal plural nominative	Pronoun Type=determinal Number=plural Case=nominative
04P0900000202	Pm--pg	Pronoun determinal plural genitive	Pronoun Type=determinal Number=plural Case=genitive
04P0900000203	Pm--p1	Pronoun determinal plural partitive	Pronoun Type=determinal Number=plural Case=partitive
04P0900000204	Pm--px	Pronoun determinal plural illative	Pronoun Type=determinal Number=plural Case=illative
04P0900000205	Pm--p2	Pronoun determinal plural inessive	Pronoun Type=determinal Number=plural Case=inessive
04P0900000206	Pm--pe	Pronoun determinal plural elative	Pronoun Type=determinal Number=plural Case=elative
04P0900000207	Pm--pt	Pronoun determinal plural allative	Pronoun Type=determinal Number=plural Case=allative
04P0900000208	Pm--p3	Pronoun determinal plural adessive	Pronoun Type=determinal Number=plural Case=adessive
04P0900000209	Pm--pb	Pronoun determinal plural ablative	Pronoun Type=determinal Number=plural Case=ablative
04P0900000210	Pm--p4	Pronoun determinal plural translative	Pronoun Type=determinal Number=plural Case=translative
04P0900000212	Pm--pw	Pronoun determinal plural essive	Pronoun Type=determinal Number=plural Case=essive
04P0900000214	Pm--pk	Pronoun determinal plural komitative	Pronoun Type=determinal Number=plural Case=komitative
05R	R	Adverb	Adverb
06S01	Sp	Adposition preposition	Adposition Type=preposition
06S02	St	Adposition postposition	Adposition Type=postposition
07C01	Cc	Conjunction coordinating	Conjunction Type=coordinating
07C02	Cs	Conjunction subordinating	Conjunction Type=subordinating
08M0100000001	Mc---d	Numeral cardinal digit	Numeral Type=cardinal Form=digit
08M0100010103	Mc-snl	Numeral cardinal singular nominative letter	Numeral Type=cardinal Number=singular Case=nominative Form=letter
08M0100010203	Mc-sgl	Numeral cardinal singular genitive letter	Numeral Type=cardinal Number=singular Case=genitive Form=letter
08M0100010303	Mc-s1l	Numeral cardinal singular partitive letter	Numeral Type=cardinal Number=singular Case=partitive Form=letter
08M0100010403	Mc-sxl	Numeral cardinal singular illative letter	Numeral Type=cardinal Number=singular Case=illative Form=letter
08M0100010503	Mc-s2l	Numeral cardinal singular inessive letter	Numeral Type=cardinal Number=singular Case=inessive Form=letter
08M0100010603	Mc-sel	Numeral cardinal singular elative letter	Numeral Type=cardinal Number=singular Case=elative Form=letter
08M0100010703	Mc-stl	Numeral cardinal singular allative letter	Numeral Type=cardinal Number=singular Case=allative Form=letter
08M0100010803	Mc-s3l	Numeral cardinal singular adessive letter	Numeral Type=cardinal Number=singular Case=adessive Form=letter
08M0100010903	Mc-sbl	Numeral cardinal singular ablative letter	Numeral Type=cardinal Number=singular Case=ablative Form=letter
08M0100011003	Mc-s4l	Numeral cardinal singular translative letter	Numeral Type=cardinal Number=singular Case=translative Form=letter
08M0100011103	Mc-s9l	Numeral cardinal singular terminative letter	Numeral Type=cardinal Number=singular Case=terminative Form=letter
08M0100011203	Mc-swl	Numeral cardinal singular essive letter	Numeral Type=cardinal Number=singular Case=essive Form=letter
08M0100011403	Mc-skl	Numeral cardinal singular komitative letter	Numeral Type=cardinal Number=singular Case=komitative Form=letter
08M0100011503	Mc-s7l	Numeral cardinal singular aditive letter	Numeral Type=cardinal Number=singular Case=aditive Form=letter
08M0100020103	Mc-pnl	Numeral cardinal plural nominative letter	Numeral Type=cardinal Number=plural Case=nominative Form=letter
08M0100020203	Mc-pgl	Numeral cardinal plural genitive letter	Numeral Type=cardinal Number=plural Case=genitive Form=letter
08M0100020303	Mc-p1l	Numeral cardinal plural partitive letter	Numeral Type=cardinal Number=plural Case=partitive Form=letter
08M0100020403	Mc-pxl	Numeral cardinal plural illative letter	Numeral Type=cardinal Number=plural Case=illative Form=letter
08M0100020503	Mc-p2l	Numeral cardinal plural inessive letter	Numeral Type=cardinal Number=plural Case=inessive Form=letter
08M0100020603	Mc-pel	Numeral cardinal plural elative letter	Numeral Type=cardinal Number=plural Case=elative Form=letter
08M0100020703	Mc-ptl	Numeral cardinal plural allative letter	Numeral Type=cardinal Number=plural Case=allative Form=letter
08M0100020803	Mc-p3l	Numeral cardinal plural adessive letter	Numeral Type=cardinal Number=plural Case=adessive Form=letter
08M0100021003	Mc-p4l	Numeral cardinal plural translative letter	Numeral Type=cardinal Number=plural Case=translative Form=letter
08M0100021103	Mc-p9l	Numeral cardinal plural terminative letter	Numeral Type=cardinal Number=plural Case=terminative Form=letter
08M0100021403	Mc-pkl	Numeral cardinal plural komitative letter	Numeral Type=cardinal Number=plural Case=komitative Form=letter
08M0200000001	Mo---d	Numeral ordinal digit	Numeral Type=ordinal Form=digit
08M0200000002	Mo---r	Numeral ordinal roman	Numeral Type=ordinal Form=roman
08M0200010103	Mo-snl	Numeral ordinal singular nominative letter	Numeral Type=ordinal Number=singular Case=nominative Form=letter
08M0200010203	Mo-sgl	Numeral ordinal singular genitive letter	Numeral Type=ordinal Number=singular Case=genitive Form=letter
08M0200010303	Mo-s1l	Numeral ordinal singular partitive letter	Numeral Type=ordinal Number=singular Case=partitive Form=letter
08M0200010403	Mo-sxl	Numeral ordinal singular illative letter	Numeral Type=ordinal Number=singular Case=illative Form=letter
08M0200010503	Mo-s2l	Numeral ordinal singular inessive letter	Numeral Type=ordinal Number=singular Case=inessive Form=letter
08M0200010603	Mo-sel	Numeral ordinal singular elative letter	Numeral Type=ordinal Number=singular Case=elative Form=letter
08M0200010703	Mo-stl	Numeral ordinal singular allative letter	Numeral Type=ordinal Number=singular Case=allative Form=letter
08M0200010803	Mo-s3l	Numeral ordinal singular adessive letter	Numeral Type=ordinal Number=singular Case=adessive Form=letter
08M0200010903	Mo-sbl	Numeral ordinal singular ablative letter	Numeral Type=ordinal Number=singular Case=ablative Form=letter
08M0200011003	Mo-s4l	Numeral ordinal singular translative letter	Numeral Type=ordinal Number=singular Case=translative Form=letter
08M0200011103	Mo-s9l	Numeral ordinal singular terminative letter	Numeral Type=ordinal Number=singular Case=terminative Form=letter
08M0200011203	Mo-swl	Numeral ordinal singular essive letter	Numeral Type=ordinal Number=singular Case=essive Form=letter
08M0200011403	Mo-skl	Numeral ordinal singular komitative letter	Numeral Type=ordinal Number=singular Case=komitative Form=letter
08M0200011503	Mo-s7l	Numeral ordinal singular aditive letter	Numeral Type=ordinal Number=singular Case=aditive Form=letter
08M0200020103	Mo-pnl	Numeral ordinal plural nominative letter	Numeral Type=ordinal Number=plural Case=nominative Form=letter
08M0200020203	Mo-pgl	Numeral ordinal plural genitive letter	Numeral Type=ordinal Number=plural Case=genitive Form=letter
08M0200020303	Mo-p1l	Numeral ordinal plural partitive letter	Numeral Type=ordinal Number=plural Case=partitive Form=letter
08M0200020403	Mo-pxl	Numeral ordinal plural illative letter	Numeral Type=ordinal Number=plural Case=illative Form=letter
08M0200020503	Mo-p2l	Numeral ordinal plural inessive letter	Numeral Type=ordinal Number=plural Case=inessive Form=letter
08M0200020603	Mo-pel	Numeral ordinal plural elative letter	Numeral Type=ordinal Number=plural Case=elative Form=letter
08M0200020703	Mo-ptl	Numeral ordinal plural allative letter	Numeral Type=ordinal Number=plural Case=allative Form=letter
08M0200020803	Mo-p3l	Numeral ordinal plural adessive letter	Numeral Type=ordinal Number=plural Case=adessive Form=letter
08M0200020903	Mo-pbl	Numeral ordinal plural ablative letter	Numeral Type=ordinal Number=plural Case=ablative Form=letter
08M0200021003	Mo-p4l	Numeral ordinal plural translative letter	Numeral Type=ordinal Number=plural Case=translative Form=letter
08M0200021203	Mo-pwl	Numeral ordinal plural essive letter	Numeral Type=ordinal Number=plural Case=essive Form=letter
08M0200021403	Mo-pkl	Numeral ordinal plural komitative letter	Numeral Type=ordinal Number=plural Case=komitative Form=letter
09I	I	Interjection	Interjection
10Y01000000	Yn	Abbreviation nominal	Abbreviation Syntactic_Type=nominal
10Y01000102	Yn-sg	Abbreviation nominal singular genitive	Abbreviation Syntactic_Type=nominal Number=singular Case=genitive
10Y01000103	Yn-s1	Abbreviation nominal singular partitive	Abbreviation Syntactic_Type=nominal Number=singular Case=partitive
10Y01000104	Yn-sx	Abbreviation nominal singular illative	Abbreviation Syntactic_Type=nominal Number=singular Case=illative
10Y01000105	Yn-s2	Abbreviation nominal singular inessive	Abbreviation Syntactic_Type=nominal Number=singular Case=inessive
10Y01000106	Yn-se	Abbreviation nominal singular elative	Abbreviation Syntactic_Type=nominal Number=singular Case=elative
10Y01000107	Yn-st	Abbreviation nominal singular allative	Abbreviation Syntactic_Type=nominal Number=singular Case=allative
10Y01000108	Yn-s3	Abbreviation nominal singular adessive	Abbreviation Syntactic_Type=nominal Number=singular Case=adessive
10Y01000110	Yn-s4	Abbreviation nominal singular translative	Abbreviation Syntactic_Type=nominal Number=singular Case=translative
10Y01000114	Yn-sk	Abbreviation nominal singular komitative	Abbreviation Syntactic_Type=nominal Number=singular Case=komitative
10Y01000115	Yn-s7	Abbreviation nominal singular aditive	Abbreviation Syntactic_Type=nominal Number=singular Case=aditive
10Y01000201	Yn-pn	Abbreviation nominal plural nominative	Abbreviation Syntactic_Type=nominal Number=plural Case=nominative
10Y02000000	Yv	Abbreviation verbal	Abbreviation Syntactic_Type=verbal
10Y03000000	Ya	Abbreviation adjectival	Abbreviation Syntactic_Type=adjectival
10Y04000000	Yr	Abbreviation adverbial	Abbreviation Syntactic_Type=adverbial
11X	X	Residual	Residual
12Z	Z	Punctuation	Punctuation
