01N010000000000	Nc	Noun common	Noun Type=common
02V01050300020002020102	Vmps-p-pfpg	Verb main participle past plural passive full-art progressive genitive	Verb Type=main VForm=participle Tense=past Number=plural Voice=passive Definiteness=full-art Aspect=progressive Case=genitive
02V01050300020002020202	Vmps-p-pfeg	Verb main participle past plural passive full-art perfective genitive	Verb Type=main VForm=participle Tense=past Number=plural Voice=passive Definiteness=full-art Aspect=perfective Case=genitive
02V01050300020003020102	Vmps-p-mfpg	Verb main participle past plural medial full-art progressive genitive	Verb Type=main VForm=participle Tense=past Number=plural Voice=medial Definiteness=full-art Aspect=progressive Case=genitive
02V01050300020003020202	Vmps-p-mfeg	Verb main participle past plural medial full-art perfective genitive	Verb Type=main VForm=participle Tense=past Number=plural Voice=medial Definiteness=full-art Aspect=perfective Case=genitive
02V01060000000001000100	Vmg----a-p	Verb main gerund active progressive	Verb Type=main VForm=gerund Voice=active Aspect=progressive
02V01060000000001000200	Vmg----a-e	Verb main gerund active perfective	Verb Type=main VForm=gerund Voice=active Aspect=perfective
02V01060000000003000100	Vmg----m-p	Verb main gerund medial progressive	Verb Type=main VForm=gerund Voice=medial Aspect=progressive
02V01060000000003000200	Vmg----m-e	Verb main gerund medial perfective	Verb Type=main VForm=gerund Voice=medial Aspect=perfective
02V01060100000001000100	Vmgp---a-p	Verb main gerund present active progressive	Verb Type=main VForm=gerund Tense=present Voice=active Aspect=progressive
02V01060100000003000100	Vmgp---m-p	Verb main gerund present medial progressive	Verb Type=main VForm=gerund Tense=present Voice=medial Aspect=progressive
02V01060200000001000200	Vmgf---a-e	Verb main gerund future active perfective	Verb Type=main VForm=gerund Tense=future Voice=active Aspect=perfective
02V01060300000001000200	Vmgs---a-e	Verb main gerund past active perfective	Verb Type=main VForm=gerund Tense=past Voice=active Aspect=perfective
02V01060300000003000200	Vmgs---m-e	Verb main gerund past medial perfective	Verb Type=main VForm=gerund Tense=past Voice=medial Aspect=perfective
03A010100000000	Afp	Adjective qualificative positive	Adjective Type=qualificative Degree=positive
03A010100020001	Afp-p-s	Adjective qualificative positive plural short-art	Adjective Type=qualificative Degree=positive Number=plural Definiteness=short-art
03A010100020100	Afp-pn	Adjective qualificative positive plural nominative	Adjective Type=qualificative Degree=positive Number=plural Case=nominative
03A010100020102	Afp-pnf	Adjective qualificative positive plural nominative full-art	Adjective Type=qualificative Degree=positive Number=plural Case=nominative Definiteness=full-art
03A010100020200	Afp-pg	Adjective qualificative positive plural genitive	Adjective Type=qualificative Degree=positive Number=plural Case=genitive
03A010100020202	Afp-pgf	Adjective qualificative positive plural genitive full-art	Adjective Type=qualificative Degree=positive Number=plural Case=genitive Definiteness=full-art
03A010100020300	Afp-pd	Adjective qualificative positive plural dative	Adjective Type=qualificative Degree=positive Number=plural Case=dative
03A010100020302	Afp-pdf	Adjective qualificative positive plural dative full-art	Adjective Type=qualificative Degree=positive Number=plural Case=dative Definiteness=full-art
03A010100020400	Afp-pa	Adjective qualificative positive plural accusative	Adjective Type=qualificative Degree=positive Number=plural Case=accusative
03A010100020402	Afp-paf	Adjective qualificative positive plural accusative full-art	Adjective Type=qualificative Degree=positive Number=plural Case=accusative Definiteness=full-art
03A010100020500	Afp-pl	Adjective qualificative positive plural locative	Adjective Type=qualificative Degree=positive Number=plural Case=locative
03A010100020502	Afp-plf	Adjective qualificative positive plural locative full-art	Adjective Type=qualificative Degree=positive Number=plural Case=locative Definiteness=full-art
03A010100020600	Afp-pi	Adjective qualificative positive plural instrumental	Adjective Type=qualificative Degree=positive Number=plural Case=instrumental
03A010100020602	Afp-pif	Adjective qualificative positive plural instrumental full-art	Adjective Type=qualificative Degree=positive Number=plural Case=instrumental Definiteness=full-art
03A010101010001	Afpms-s	Adjective qualificative positive masculine singular short-art	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Definiteness=short-art
03A010101010100	Afpmsn	Adjective qualificative positive masculine singular nominative	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=nominative
03A010101010102	Afpmsnf	Adjective qualificative positive masculine singular nominative full-art	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=nominative Definiteness=full-art
03A010101010200	Afpmsg	Adjective qualificative positive masculine singular genitive	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=genitive
03A010101010202	Afpmsgf	Adjective qualificative positive masculine singular genitive full-art	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=genitive Definiteness=full-art
03A010101010300	Afpmsd	Adjective qualificative positive masculine singular dative	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=dative
03A010101010302	Afpmsdf	Adjective qualificative positive masculine singular dative full-art	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=dative Definiteness=full-art
03A010101010400	Afpmsa	Adjective qualificative positive masculine singular accusative	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=accusative
03A010101010402	Afpmsaf	Adjective qualificative positive masculine singular accusative full-art	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=accusative Definiteness=full-art
03A010101010500	Afpmsl	Adjective qualificative positive masculine singular locative	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=locative
03A010101010502	Afpmslf	Adjective qualificative positive masculine singular locative full-art	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=locative Definiteness=full-art
03A010101010600	Afpmsi	Adjective qualificative positive masculine singular instrumental	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=instrumental
03A010101010602	Afpmsif	Adjective qualificative positive masculine singular instrumental full-art	Adjective Type=qualificative Degree=positive Gender=masculine Number=singular Case=instrumental Definiteness=full-art
03A010102010001	Afpfs-s	Adjective qualificative positive feminine singular short-art	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Definiteness=short-art
03A010102010002	Afpfs-f	Adjective qualificative positive feminine singular full-art	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Definiteness=full-art
03A010102010100	Afpfsn	Adjective qualificative positive feminine singular nominative	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=nominative
03A010102010102	Afpfsnf	Adjective qualificative positive feminine singular nominative full-art	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=nominative Definiteness=full-art
03A010102010200	Afpfsg	Adjective qualificative positive feminine singular genitive	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=genitive
03A010102010202	Afpfsgf	Adjective qualificative positive feminine singular genitive full-art	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=genitive Definiteness=full-art
03A010102010300	Afpfsd	Adjective qualificative positive feminine singular dative	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=dative
03A010102010302	Afpfsdf	Adjective qualificative positive feminine singular dative full-art	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=dative Definiteness=full-art
03A010102010400	Afpfsa	Adjective qualificative positive feminine singular accusative	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=accusative
03A010102010402	Afpfsaf	Adjective qualificative positive feminine singular accusative full-art	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=accusative Definiteness=full-art
03A010102010500	Afpfsl	Adjective qualificative positive feminine singular locative	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=locative
03A010102010502	Afpfslf	Adjective qualificative positive feminine singular locative full-art	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=locative Definiteness=full-art
03A010102010600	Afpfsi	Adjective qualificative positive feminine singular instrumental	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=instrumental
03A010102010602	Afpfsif	Adjective qualificative positive feminine singular instrumental full-art	Adjective Type=qualificative Degree=positive Gender=feminine Number=singular Case=instrumental Definiteness=full-art
03A010103010001	Afpns-s	Adjective qualificative positive neuter singular short-art	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Definiteness=short-art
03A010103010100	Afpnsn	Adjective qualificative positive neuter singular nominative	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=nominative
03A010103010102	Afpnsnf	Adjective qualificative positive neuter singular nominative full-art	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=nominative Definiteness=full-art
03A010103010200	Afpnsg	Adjective qualificative positive neuter singular genitive	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=genitive
03A010103010202	Afpnsgf	Adjective qualificative positive neuter singular genitive full-art	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=genitive Definiteness=full-art
03A010103010300	Afpnsd	Adjective qualificative positive neuter singular dative	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=dative
03A010103010302	Afpnsdf	Adjective qualificative positive neuter singular dative full-art	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=dative Definiteness=full-art
03A010103010400	Afpnsa	Adjective qualificative positive neuter singular accusative	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=accusative
03A010103010402	Afpnsaf	Adjective qualificative positive neuter singular accusative full-art	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=accusative Definiteness=full-art
03A010103010500	Afpnsl	Adjective qualificative positive neuter singular locative	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=locative
03A010103010502	Afpnslf	Adjective qualificative positive neuter singular locative full-art	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=locative Definiteness=full-art
03A010103010600	Afpnsi	Adjective qualificative positive neuter singular instrumental	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=instrumental
03A010103010602	Afpnsif	Adjective qualificative positive neuter singular instrumental full-art	Adjective Type=qualificative Degree=positive Gender=neuter Number=singular Case=instrumental Definiteness=full-art
03A010103020602	Afpnpif	Adjective qualificative positive neuter plural instrumental full-art	Adjective Type=qualificative Degree=positive Gender=neuter Number=plural Case=instrumental Definiteness=full-art
03A010200000000	Afc	Adjective qualificative comparative	Adjective Type=qualificative Degree=comparative
03A010200000002	Afc---f	Adjective qualificative comparative full-art	Adjective Type=qualificative Degree=comparative Definiteness=full-art
04P00000000000000	P	Pronoun	Pronoun
04P00000000020000	P----g	Pronoun genitive	Pronoun Case=genitive
04P00000000030000	P----d	Pronoun dative	Pronoun Case=dative
04P00000000040000	P----a	Pronoun accusative	Pronoun Case=accusative
04P00000000060000	P----l	Pronoun locative	Pronoun Case=locative
04P00000000070000	P----i	Pronoun instrumental	Pronoun Case=instrumental
04P00000001020000	P---sg	Pronoun singular genitive	Pronoun Number=singular Case=genitive
04P00000002010000	P---pn	Pronoun plural nominative	Pronoun Number=plural Case=nominative
04P00000002010002	P---pn-y	Pronoun plural nominative +Animate	Pronoun Number=plural Case=nominative Animate=yes
04P00000002020000	P---pg	Pronoun plural genitive	Pronoun Number=plural Case=genitive
04P00000002030000	P---pd	Pronoun plural dative	Pronoun Number=plural Case=dative
04P00000002040000	P---pa	Pronoun plural accusative	Pronoun Number=plural Case=accusative
04P00000002060000	P---pl	Pronoun plural locative	Pronoun Number=plural Case=locative
04P00000002070000	P---pi	Pronoun plural instrumental	Pronoun Number=plural Case=instrumental
04P00000101010000	P--msn	Pronoun masculine singular nominative	Pronoun Gender=masculine Number=singular Case=nominative
04P00000101010002	P--msn-y	Pronoun masculine singular nominative +Animate	Pronoun Gender=masculine Number=singular Case=nominative Animate=yes
04P00000101020000	P--msg	Pronoun masculine singular genitive	Pronoun Gender=masculine Number=singular Case=genitive
04P00000101030000	P--msd	Pronoun masculine singular dative	Pronoun Gender=masculine Number=singular Case=dative
04P00000101040000	P--msa	Pronoun masculine singular accusative	Pronoun Gender=masculine Number=singular Case=accusative
04P00000101060000	P--msl	Pronoun masculine singular locative	Pronoun Gender=masculine Number=singular Case=locative
04P00000101070000	P--msi	Pronoun masculine singular instrumental	Pronoun Gender=masculine Number=singular Case=instrumental
04P00000101070002	P--msi-y	Pronoun masculine singular instrumental +Animate	Pronoun Gender=masculine Number=singular Case=instrumental Animate=yes
04P00000201010000	P--fsn	Pronoun feminine singular nominative	Pronoun Gender=feminine Number=singular Case=nominative
04P00000201020000	P--fsg	Pronoun feminine singular genitive	Pronoun Gender=feminine Number=singular Case=genitive
04P00000201030000	P--fsd	Pronoun feminine singular dative	Pronoun Gender=feminine Number=singular Case=dative
04P00000201040000	P--fsa	Pronoun feminine singular accusative	Pronoun Gender=feminine Number=singular Case=accusative
04P00000201060000	P--fsl	Pronoun feminine singular locative	Pronoun Gender=feminine Number=singular Case=locative
04P00000201070000	P--fsi	Pronoun feminine singular instrumental	Pronoun Gender=feminine Number=singular Case=instrumental
04P00000301010000	P--nsn	Pronoun neuter singular nominative	Pronoun Gender=neuter Number=singular Case=nominative
04P00000301020000	P--nsg	Pronoun neuter singular genitive	Pronoun Gender=neuter Number=singular Case=genitive
04P00000301030000	P--nsd	Pronoun neuter singular dative	Pronoun Gender=neuter Number=singular Case=dative
04P00000301030001	P--nsd-n	Pronoun neuter singular dative -Animate	Pronoun Gender=neuter Number=singular Case=dative Animate=no
04P00000301040000	P--nsa	Pronoun neuter singular accusative	Pronoun Gender=neuter Number=singular Case=accusative
04P00000301060000	P--nsl	Pronoun neuter singular locative	Pronoun Gender=neuter Number=singular Case=locative
04P00000301060001	P--nsl-n	Pronoun neuter singular locative -Animate	Pronoun Gender=neuter Number=singular Case=locative Animate=no
04P00000301070000	P--nsi	Pronoun neuter singular instrumental	Pronoun Gender=neuter Number=singular Case=instrumental
04P00000301070001	P--nsi-n	Pronoun neuter singular instrumental -Animate	Pronoun Gender=neuter Number=singular Case=instrumental Animate=no
04P00010001010000	P-1-sn	Pronoun first singular nominative	Pronoun Person=first Number=singular Case=nominative
04P00010001020000	P-1-sg	Pronoun first singular genitive	Pronoun Person=first Number=singular Case=genitive
04P00010001030000	P-1-sd	Pronoun first singular dative	Pronoun Person=first Number=singular Case=dative
04P00010001040000	P-1-sa	Pronoun first singular accusative	Pronoun Person=first Number=singular Case=accusative
04P00010001060000	P-1-sl	Pronoun first singular locative	Pronoun Person=first Number=singular Case=locative
04P00010001070000	P-1-si	Pronoun first singular instrumental	Pronoun Person=first Number=singular Case=instrumental
04P00010002010000	P-1-pn	Pronoun first plural nominative	Pronoun Person=first Number=plural Case=nominative
04P00010002020000	P-1-pg	Pronoun first plural genitive	Pronoun Person=first Number=plural Case=genitive
04P00010002030000	P-1-pd	Pronoun first plural dative	Pronoun Person=first Number=plural Case=dative
04P00010002040000	P-1-pa	Pronoun first plural accusative	Pronoun Person=first Number=plural Case=accusative
04P00010002060000	P-1-pl	Pronoun first plural locative	Pronoun Person=first Number=plural Case=locative
04P00010002070000	P-1-pi	Pronoun first plural instrumental	Pronoun Person=first Number=plural Case=instrumental
04P00020001010000	P-2-sn	Pronoun second singular nominative	Pronoun Person=second Number=singular Case=nominative
04P00020001020000	P-2-sg	Pronoun second singular genitive	Pronoun Person=second Number=singular Case=genitive
04P00020001030000	P-2-sd	Pronoun second singular dative	Pronoun Person=second Number=singular Case=dative
04P00020001040000	P-2-sa	Pronoun second singular accusative	Pronoun Person=second Number=singular Case=accusative
04P00020001060000	P-2-sl	Pronoun second singular locative	Pronoun Person=second Number=singular Case=locative
04P00020001070000	P-2-si	Pronoun second singular instrumental	Pronoun Person=second Number=singular Case=instrumental
04P00020002010000	P-2-pn	Pronoun second plural nominative	Pronoun Person=second Number=plural Case=nominative
04P00020002020000	P-2-pg	Pronoun second plural genitive	Pronoun Person=second Number=plural Case=genitive
04P00020002030000	P-2-pd	Pronoun second plural dative	Pronoun Person=second Number=plural Case=dative
04P00020002040000	P-2-pa	Pronoun second plural accusative	Pronoun Person=second Number=plural Case=accusative
04P00020002060000	P-2-pl	Pronoun second plural locative	Pronoun Person=second Number=plural Case=locative
04P00020002070000	P-2-pi	Pronoun second plural instrumental	Pronoun Person=second Number=plural Case=instrumental
04P00030002010000	P-3-pn	Pronoun third plural nominative	Pronoun Person=third Number=plural Case=nominative
04P00030002020000	P-3-pg	Pronoun third plural genitive	Pronoun Person=third Number=plural Case=genitive
04P00030002030000	P-3-pd	Pronoun third plural dative	Pronoun Person=third Number=plural Case=dative
04P00030002040000	P-3-pa	Pronoun third plural accusative	Pronoun Person=third Number=plural Case=accusative
04P00030002060000	P-3-pl	Pronoun third plural locative	Pronoun Person=third Number=plural Case=locative
04P00030002070000	P-3-pi	Pronoun third plural instrumental	Pronoun Person=third Number=plural Case=instrumental
04P00030101010000	P-3msn	Pronoun third masculine singular nominative	Pronoun Person=third Gender=masculine Number=singular Case=nominative
04P00030101020000	P-3msg	Pronoun third masculine singular genitive	Pronoun Person=third Gender=masculine Number=singular Case=genitive
04P00030101030000	P-3msd	Pronoun third masculine singular dative	Pronoun Person=third Gender=masculine Number=singular Case=dative
04P00030101040000	P-3msa	Pronoun third masculine singular accusative	Pronoun Person=third Gender=masculine Number=singular Case=accusative
04P00030101060000	P-3msl	Pronoun third masculine singular locative	Pronoun Person=third Gender=masculine Number=singular Case=locative
04P00030101070000	P-3msi	Pronoun third masculine singular instrumental	Pronoun Person=third Gender=masculine Number=singular Case=instrumental
04P00030201010000	P-3fsn	Pronoun third feminine singular nominative	Pronoun Person=third Gender=feminine Number=singular Case=nominative
04P00030201020000	P-3fsg	Pronoun third feminine singular genitive	Pronoun Person=third Gender=feminine Number=singular Case=genitive
04P00030201030000	P-3fsd	Pronoun third feminine singular dative	Pronoun Person=third Gender=feminine Number=singular Case=dative
04P00030201040000	P-3fsa	Pronoun third feminine singular accusative	Pronoun Person=third Gender=feminine Number=singular Case=accusative
04P00030201060000	P-3fsl	Pronoun third feminine singular locative	Pronoun Person=third Gender=feminine Number=singular Case=locative
04P00030201070000	P-3fsi	Pronoun third feminine singular instrumental	Pronoun Person=third Gender=feminine Number=singular Case=instrumental
04P00030301010000	P-3nsn	Pronoun third neuter singular nominative	Pronoun Person=third Gender=neuter Number=singular Case=nominative
04P00030301060000	P-3nsl	Pronoun third neuter singular locative	Pronoun Person=third Gender=neuter Number=singular Case=locative
05R00	R	Adverb	Adverb
06S010001	Sp-g	Adposition preposition genitive	Adposition Type=preposition Case=genitive
06S010002	Sp-d	Adposition preposition dative	Adposition Type=preposition Case=dative
06S010003	Sp-a	Adposition preposition accusative	Adposition Type=preposition Case=accusative
06S010004	Sp-l	Adposition preposition locative	Adposition Type=preposition Case=locative
06S010005	Sp-i	Adposition preposition instrumental	Adposition Type=preposition Case=instrumental
06S010200	Spc	Adposition preposition compound	Adposition Type=preposition Formation=compound
07C00000000	C	Conjunction	Conjunction
08M010000000000000000	Mc	Numeral cardinal	Numeral Type=cardinal
08M010000010000000000	Mc--n	Numeral cardinal nominative	Numeral Type=cardinal Case=nominative
08M010000020000000000	Mc--g	Numeral cardinal genitive	Numeral Type=cardinal Case=genitive
08M010000030000000000	Mc--d	Numeral cardinal dative	Numeral Type=cardinal Case=dative
08M010000040000000000	Mc--a	Numeral cardinal accusative	Numeral Type=cardinal Case=accusative
08M010000050000000000	Mc--l	Numeral cardinal locative	Numeral Type=cardinal Case=locative
08M010000060000000000	Mc--i	Numeral cardinal instrumental	Numeral Type=cardinal Case=instrumental
08M010001000000000000	Mc-s	Numeral cardinal singular	Numeral Type=cardinal Number=singular
08M010100010000000000	Mcm-n	Numeral cardinal masculine nominative	Numeral Type=cardinal Gender=masculine Case=nominative
08M010100030000000000	Mcm-d	Numeral cardinal masculine dative	Numeral Type=cardinal Gender=masculine Case=dative
08M010100040000000000	Mcm-a	Numeral cardinal masculine accusative	Numeral Type=cardinal Gender=masculine Case=accusative
08M010100060000000000	Mcm-i	Numeral cardinal masculine instrumental	Numeral Type=cardinal Gender=masculine Case=instrumental
08M010200010000000000	Mcf-n	Numeral cardinal feminine nominative	Numeral Type=cardinal Gender=feminine Case=nominative
08M010200020000000000	Mcf-g	Numeral cardinal feminine genitive	Numeral Type=cardinal Gender=feminine Case=genitive
08M010200030000000000	Mcf-d	Numeral cardinal feminine dative	Numeral Type=cardinal Gender=feminine Case=dative
08M010200040000000000	Mcf-a	Numeral cardinal feminine accusative	Numeral Type=cardinal Gender=feminine Case=accusative
08M010200050000000000	Mcf-l	Numeral cardinal feminine locative	Numeral Type=cardinal Gender=feminine Case=locative
08M010200060000000000	Mcf-i	Numeral cardinal feminine instrumental	Numeral Type=cardinal Gender=feminine Case=instrumental
08M010300010000000000	Mcn-n	Numeral cardinal neuter nominative	Numeral Type=cardinal Gender=neuter Case=nominative
08M010300020000000000	Mcn-g	Numeral cardinal neuter genitive	Numeral Type=cardinal Gender=neuter Case=genitive
08M010300030000000000	Mcn-d	Numeral cardinal neuter dative	Numeral Type=cardinal Gender=neuter Case=dative
08M010300040000000000	Mcn-a	Numeral cardinal neuter accusative	Numeral Type=cardinal Gender=neuter Case=accusative
08M010300050000000000	Mcn-l	Numeral cardinal neuter locative	Numeral Type=cardinal Gender=neuter Case=locative
08M010300060000000000	Mcn-i	Numeral cardinal neuter instrumental	Numeral Type=cardinal Gender=neuter Case=instrumental
08M020000000000000000	Mo	Numeral ordinal	Numeral Type=ordinal
08M020000020000000000	Mo--g	Numeral ordinal genitive	Numeral Type=ordinal Case=genitive
08M020002010000000000	Mo-pn	Numeral ordinal plural nominative	Numeral Type=ordinal Number=plural Case=nominative
08M020002020000000000	Mo-pg	Numeral ordinal plural genitive	Numeral Type=ordinal Number=plural Case=genitive
08M020002030000000000	Mo-pd	Numeral ordinal plural dative	Numeral Type=ordinal Number=plural Case=dative
08M020002040000000000	Mo-pa	Numeral ordinal plural accusative	Numeral Type=ordinal Number=plural Case=accusative
08M020002050000000000	Mo-pl	Numeral ordinal plural locative	Numeral Type=ordinal Number=plural Case=locative
08M020002060000000000	Mo-pi	Numeral ordinal plural instrumental	Numeral Type=ordinal Number=plural Case=instrumental
08M020101010000000000	Momsn	Numeral ordinal masculine singular nominative	Numeral Type=ordinal Gender=masculine Number=singular Case=nominative
08M020101020000000000	Momsg	Numeral ordinal masculine singular genitive	Numeral Type=ordinal Gender=masculine Number=singular Case=genitive
08M020101030000000000	Momsd	Numeral ordinal masculine singular dative	Numeral Type=ordinal Gender=masculine Number=singular Case=dative
08M020101040000000000	Momsa	Numeral ordinal masculine singular accusative	Numeral Type=ordinal Gender=masculine Number=singular Case=accusative
08M020101050000000000	Momsl	Numeral ordinal masculine singular locative	Numeral Type=ordinal Gender=masculine Number=singular Case=locative
08M020101060000000000	Momsi	Numeral ordinal masculine singular instrumental	Numeral Type=ordinal Gender=masculine Number=singular Case=instrumental
08M020201010000000000	Mofsn	Numeral ordinal feminine singular nominative	Numeral Type=ordinal Gender=feminine Number=singular Case=nominative
08M020201020000000000	Mofsg	Numeral ordinal feminine singular genitive	Numeral Type=ordinal Gender=feminine Number=singular Case=genitive
08M020201030000000000	Mofsd	Numeral ordinal feminine singular dative	Numeral Type=ordinal Gender=feminine Number=singular Case=dative
08M020201040000000000	Mofsa	Numeral ordinal feminine singular accusative	Numeral Type=ordinal Gender=feminine Number=singular Case=accusative
08M020201050000000000	Mofsl	Numeral ordinal feminine singular locative	Numeral Type=ordinal Gender=feminine Number=singular Case=locative
08M020201050000000001	Mofsl----n	Numeral ordinal feminine singular locative -Animate	Numeral Type=ordinal Gender=feminine Number=singular Case=locative Animate=no
08M020201060000000000	Mofsi	Numeral ordinal feminine singular instrumental	Numeral Type=ordinal Gender=feminine Number=singular Case=instrumental
08M020301010000000000	Monsn	Numeral ordinal neuter singular nominative	Numeral Type=ordinal Gender=neuter Number=singular Case=nominative
08M020301010000000001	Monsn----n	Numeral ordinal neuter singular nominative -Animate	Numeral Type=ordinal Gender=neuter Number=singular Case=nominative Animate=no
08M020301020000000000	Monsg	Numeral ordinal neuter singular genitive	Numeral Type=ordinal Gender=neuter Number=singular Case=genitive
08M020301020000000001	Monsg----n	Numeral ordinal neuter singular genitive -Animate	Numeral Type=ordinal Gender=neuter Number=singular Case=genitive Animate=no
08M020301030000000000	Monsd	Numeral ordinal neuter singular dative	Numeral Type=ordinal Gender=neuter Number=singular Case=dative
08M020301040000000000	Monsa	Numeral ordinal neuter singular accusative	Numeral Type=ordinal Gender=neuter Number=singular Case=accusative
08M020301050000000000	Monsl	Numeral ordinal neuter singular locative	Numeral Type=ordinal Gender=neuter Number=singular Case=locative
08M020301060000000000	Monsi	Numeral ordinal neuter singular instrumental	Numeral Type=ordinal Gender=neuter Number=singular Case=instrumental
08M020302020000000001	Monpg----n	Numeral ordinal neuter plural genitive -Animate	Numeral Type=ordinal Gender=neuter Number=plural Case=genitive Animate=no
08M020302030000000001	Monpd----n	Numeral ordinal neuter plural dative -Animate	Numeral Type=ordinal Gender=neuter Number=plural Case=dative Animate=no
08M020302040000000001	Monpa----n	Numeral ordinal neuter plural accusative -Animate	Numeral Type=ordinal Gender=neuter Number=plural Case=accusative Animate=no
09Q00	Q	Particle	Particle
10I0000	I	Interjection	Interjection
12X	X	Residual	Residual
13Z	Z	Punctuation	Punctuation
